drugCode,drugName,companyName,drugCategory,diseaseCategory
201904462,리나탑듀오정2.5/500밀리그램,(주)동구바이오제약,의약품,당뇨
201904463,리나탑듀오정2.5/850밀리그램,(주)동구바이오제약,의약품,당뇨
201904459,리나탑듀오정2.5/1000밀리그램,(주)동구바이오제약,의약품,당뇨
201805130,리나탑정5밀리그램(리나글립틴),(주)동구바이오제약,의약품,당뇨
201901622,리나톤엠정2.5/1000밀리그램,(주)한국파비스제약,의약품,당뇨
201903570,리나톤엠정2.5/500밀리그램,(주)한국파비스제약,의약품,당뇨
201903571,리나톤엠정2.5/850밀리그램,(주)한국파비스제약,의약품,당뇨
201902174,리나톤정5밀리그램(리나글립틴),(주)한국파비스제약,의약품,당뇨
202001310,리나트라듀오정2.5/850밀리그램,(주)바이넥스,의약품,당뇨
202001311,리나트라듀오정2.5/500밀리그램,(주)바이넥스,의약품,당뇨
202001309,리나트라듀오정2.5/1000밀리그램,(주)바이넥스,의약품,당뇨
201904712,리나트라정5밀리그램(리나글립틴),(주)바이넥스,의약품,당뇨
202400661,"리나티젠듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민염산염)",알보젠코리아(주),의약품,당뇨
202400660,"리나티젠듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)",알보젠코리아(주),의약품,당뇨
201902609,리나티젠듀오정2.5/1000밀리그램,알보젠코리아(주),의약품,당뇨
201902608,리나티젠듀오정2.5/850밀리그램,알보젠코리아(주),의약품,당뇨
201902607,리나티젠듀오정2.5/500밀리그램,알보젠코리아(주),의약품,당뇨
201801837,리나티젠정5밀리그램(리나글립틴),알보젠코리아(주),의약품,당뇨
201903610,리나틴정(리나글립틴),제일약품(주),의약품,당뇨
202400186,"리나틴플러스엑스알정2.5/1000밀리그램(리나글립틴,메트포르민염산염)",제일약품(주),의약품,당뇨
202400187,"리나틴플러스엑스알정5/1000밀리그램(리나글립틴,메트포르민염산염)",제일약품(주),의약품,당뇨
202203527,리나틴플러스정2.5/1000밀리그램,제일약품(주),의약품,당뇨
202300413,리나틴플러스정2.5/850밀리그램,제일약품(주),의약품,당뇨
202203839,리나틴플러스정2.5/500밀리그램,제일약품(주),의약품,당뇨
202303418,리나하나정(리나글립틴),(주)에이프로젠바이오로직스,의약품,당뇨
202009051,리낙듀오정2.5/1000밀리그램,(유)한풍제약,의약품,당뇨
202009053,리낙듀오정2.5/500밀리그램,(유)한풍제약,의약품,당뇨
202009052,리낙듀오정2.5/850밀리그램,(유)한풍제약,의약품,당뇨
202009265,리낙정5밀리그램(리나글립틴),(유)한풍제약,의약품,당뇨
201908690,리납틴듀오정2.5/500밀리그램,구주제약(주),의약품,당뇨
202001485,리납틴듀오정2.5/850밀리그램,구주제약(주),의약품,당뇨
202002225,리납틴듀오정2.5/1000밀리그램,구주제약(주),의약품,당뇨
202000322,리납틴정5밀리그램(리나글립틴),구주제약(주),의약품,당뇨
201903002,리네스타정,정우신약(주),의약품,당뇨
201505151,리네졸린정300밀리그램(리네졸리드),영진약품(주),의약품,당뇨
201402365,리네졸린정600밀리그램(리네졸리드),영진약품(주),의약품,당뇨
202002062,리넥신서방정,에스케이케미칼(주),의약품,당뇨
200907799,리넥신정,에스케이케미칼(주),의약품,당뇨
201401956,"리녹사졸정600밀리그램



(리네졸리드)",한국유나이티드제약(주),의약품,당뇨
200403647,리놀민연질캡슐,(주)알피바이오,의약품,당뇨
201505826,리누메트정50/1000밀리그램,(주)메디카코리아,의약품,당뇨
201505828,리누메트정50/500밀리그램,(주)메디카코리아,의약품,당뇨
201505827,리누메트정50/850밀리그램,(주)메디카코리아,의약품,당뇨
201502305,리누비아정100밀리그램(시타글립틴인산염수화물),(주)메디카코리아,의약품,당뇨
202400622,"리디포엠서방정2.5/1000밀리그램(리나글립틴,메트포르민염산염)",동광제약(주),의약품,당뇨
202400623,"리디포엠서방정5/1000밀리그램(리나글립틴,메트포르민염산염)",동광제약(주),의약품,당뇨
202204204,리디포엠정2.5/1000밀리그램,동광제약(주),의약품,당뇨
202401557,"리라젠타듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민)",(주)경보제약,의약품,당뇨
202401558,"리라젠타듀오서방정5/1000밀리그램(리나글립틴,메트포르민)",(주)경보제약,의약품,당뇨
202401042,"리라젠타듀오정2.5/500밀리그램(리나글립틴베실산염,메트포르민염산염)",(주)경보제약,의약품,당뇨
202401041,"리라젠타듀오정2.5/850밀리그램(리나글립틴베실산염,메트포르민염산염)",(주)경보제약,의약품,당뇨
202401040,"리라젠타듀오정2.5/1000밀리그램(리나글립틴베실산염,메트포르민염산염)",(주)경보제약,의약품,당뇨
202400690,리라젠타정5밀리그램(리나글립틴베실산염),(주)경보제약,의약품,당뇨
201800229,리릭스알정480밀리그램(알티옥트산트로메타민염),(주)비씨월드제약,의약품,당뇨
201403961,리메드정2mg(글리메피리드),(주)이든파마,의약품,당뇨
201803772,"리메트폴정2/500밀리그램(글리메피리드,메트포르민)",(주)마더스제약,의약품,당뇨
201603971,"리메포민정2/500밀리그램(글리메피리드, 메트포르민염산염)",(주)휴온스메디텍,의약품,당뇨
200301201,리모드-엘연질캡슐(수출명:와터로스연질캡슐)(수출용),(주)한국파마,의약품,당뇨
201306445,리바스타틴정 20밀리그램(심바스타틴),풍림무약(주),의약품,당뇨
202100198,리바젯정10/10밀리그램,(주)팜젠사이언스,의약품,당뇨
202100199,리바젯정10/20밀리그램,(주)팜젠사이언스,의약품,당뇨
202100200,리바젯정10/40밀리그램,(주)팜젠사이언스,의약품,당뇨
201802395,리바토정10밀리그램(아토르바스타틴칼슘삼수화물),(주)중헌제약,의약품,당뇨
202000815,리바토정20밀리그램(아토르바스타틴칼슘수화물),(주)중헌제약,의약품,당뇨
201208754,리바틴정10밀리그램(아토르바스타틴칼슘수화물),(주)팜젠사이언스,의약품,당뇨
201309488,리바틴정20밀리그램(아토르바스타틴칼슘수화물),(주)팜젠사이언스,의약품,당뇨
201206339,리반틴정10밀리그램(아토르바스타틴칼슘수화물),(주)한국파마,의약품,당뇨
201500282,리반틴정20밀리그램(아토르바스타틴칼슘수화물),(주)한국파마,의약품,당뇨
202201785,리벨서스정(세마글루티드),노보노디스크제약(주),생물의약품,당뇨
201207593,리스테롤정10밀리그램(아토르바스타틴칼슘수화물),한국프라임제약(주),의약품,당뇨
201400193,리스테롤정20밀리그램(아토르바스타틴칼슘수화물),한국프라임제약(주),의약품,당뇨
202400611,"리젠타듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민염산염)",삼진제약(주),의약품,당뇨
202400610,"리젠타듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)",삼진제약(주),의약품,당뇨
201901280,리젠타정(리나글립틴),삼진제약(주),의약품,당뇨
201401271,리조덱플렉스터치주100단위/밀리리터,노보노디스크제약(주),생물의약품,당뇨
201605048,리치큐정(빌베리건조엑스),풍림무약(주),한약(생약)제제등,당뇨
201907593,리클립정(리나글립틴),(주)유앤생명과학,의약품,당뇨
202400185,"리타메진서방정2.5/1000밀리그램(리나글립틴(미분화),메트포르민염산염)",경동제약(주),의약품,당뇨
202400184,"리타메진서방정5/1000밀리그램(리나글립틴(미분화),메트포르민염산염)",경동제약(주),의약품,당뇨
201803144,리타메진정2.5/1000밀리그램,경동제약(주),의약품,당뇨
201803142,리타메진정2.5/500밀리그램,경동제약(주),의약품,당뇨
201803143,리타메진정2.5/850밀리그램,경동제약(주),의약품,당뇨
201803133,리타진정(리나글립틴),경동제약(주),의약품,당뇨
201906914,리토르정10mg(아토르바스타틴칼슘삼수화물),대원바이오텍주식회사,의약품,당뇨
201906913,리토르정20mg(아토르바스타틴칼슘삼수화물),대원바이오텍주식회사,의약품,당뇨
202101429,리토바젯정10/10밀리그램,(주)대웅제약,의약품,당뇨
202101430,리토바젯정10/20밀리그램,(주)대웅제약,의약품,당뇨
202101431,리토바젯정10/40밀리그램,(주)대웅제약,의약품,당뇨
201505120,리토스틴정10밀리그램(아토르바스타틴칼슘삼수화물),태극제약(주),의약품,당뇨
201801951,리토아틴정10밀리그램(아토르바스타틴칼슘삼수화물),(주)다산제약,의약품,당뇨
201801952,리토아틴정20밀리그램(아토르바스타틴칼슘삼수화물),(주)다산제약,의약품,당뇨
202101500,리토젯정10/10밀리그램,대원제약(주),의약품,당뇨
202101499,리토젯정10/20밀리그램,대원제약(주),의약품,당뇨
202101498,리토젯정10/40밀리그램,대원제약(주),의약품,당뇨
201908008,리트라젠듀오정2.5/850mg,위더스제약(주),의약품,당뇨
201908010,리트라젠듀오정2.5/1000mg,위더스제약(주),의약품,당뇨
201908009,리트라젠듀오정2.5/500mg,위더스제약(주),의약품,당뇨
201908011,리트라젠정5mg(리나글립틴),위더스제약(주),의약품,당뇨
201500645,리파르정10밀리그램(아토르바스타틴칼슘수화물),주식회사제뉴원사이언스,의약품,당뇨
201500619,리파르정20밀리그램(아토르바스타틴칼슘수화물),주식회사제뉴원사이언스,의약품,당뇨
202101545,"리포듀오정10/10밀리그램(에제티미브, 아토르바스타틴칼슘삼수화물)",고려제약(주),의약품,당뇨
202101546,"리포듀오정10/20밀리그램(에제티미브, 아토르바스타틴칼슘삼수화물)",고려제약(주),의약품,당뇨
201404992,리포디핀정5/10밀리그램,(주)일화,의약품,당뇨
200706536,리포메트정10밀리그램(아토르바스타틴칼슘삼수화물),고려제약(주),의약품,당뇨
200709203,리포메트정20밀리그램(아토르바스타틴칼슘삼수화물),고려제약(주),의약품,당뇨
202400614,"리포민듀오서방정2.5/1000밀리그램(리나글립틴, 메트포르민염산염)",대한뉴팜(주),의약품,당뇨
202400615,"리포민듀오서방정5/1000밀리그램(리나글립틴, 메트포르민염산염)",대한뉴팜(주),의약품,당뇨
200605403,리포산에이치알정(티옥트산),(주)제뉴파마,의약품,당뇨
200400828,리포스타정20밀리그램(심바스타틴),(주)일화,의약품,당뇨
200301046,리포스탄정(프라바스타틴)(수출용),(주)동구바이오제약,의약품,당뇨
200705314,리포액틴정10밀리그램(아토르바스타틴칼슘삼수화물),안국약품(주),의약품,당뇨
201205250,리포액틴정20밀리그램(아토르바스타틴칼슘삼수화물),안국약품(주),의약품,당뇨
200808715,리포액틴정40밀리그램(아토르바스타틴칼슘삼수화물),안국약품(주),의약품,당뇨
200605431,리포에스알정(티옥트산),오스틴제약(주),의약품,당뇨
200512241,리포에이에이취알정600밀리그람(티옥트산),(주)다림바이오텍,의약품,당뇨
202005393,리포에이정(티옥트산)(수출용),(주)다림바이오텍,의약품,당뇨
200201183,리포에이정(티옥트산),(주)다림바이오텍,의약품,당뇨
200503158,리포익정(치옥트산)(수출용),대한뉴팜(주),의약품,당뇨
200712652,리포익주(티옥트산트로메타민),대한뉴팜(주),의약품,당뇨
200301675,리포정200mg(치옥트산)(수출용),(주)팜젠사이언스,의약품,당뇨
202100209,리포젯정10/10밀리그램,안국약품(주),의약품,당뇨
202100208,리포젯정10/20밀리그램,안국약품(주),의약품,당뇨
202100207,리포젯정10/40밀리그램,안국약품(주),의약품,당뇨
201800950,리포지엔알정480밀리그램(알티옥트산트로메타민염),(주)다림바이오텍,의약품,당뇨
200704403,리포토신주사(티옥트산트로메타민),(주)휴온스,의약품,당뇨
201404316,리포티민에이취알정600밀리그램(티옥트산),동국제약(주),의약품,당뇨
201903483,리피그렐서방정300밀리그램(사르포그렐레이트염산염),한국유니온제약(주),의약품,당뇨
201801719,리피노정10밀리그램(아토르바스타틴칼슘삼수화물),지엘파마(주),의약품,당뇨
201801718,리피노정20밀리그램(아토르바스타틴칼슘삼수화물),지엘파마(주),의약품,당뇨
200801350,리피논정10밀리그램(아토르바스타틴칼슘삼수화물),동아에스티(주),의약품,당뇨
200704961,리피논정20밀리그램(아토르바스타틴칼슘삼수화물),동아에스티(주),의약품,당뇨
200706542,리피논정40밀리그램(아토르바스타틴칼슘삼수화물),동아에스티(주),의약품,당뇨
200809402,리피논정80밀리그램(아토르바스타틴칼슘삼수화물),동아에스티(주),의약품,당뇨
200903409,리피다운캡슐120밀리그램(오르리스타트),한미약품(주),의약품,당뇨
200806047,리피다운캡슐60밀리그램(오르리스타트),한미약품(주),의약품,당뇨
201501978,리피도정10밀리그램(아토르바스타틴칼슘수화물),(주)제뉴파마,의약품,당뇨
201501979,리피도정20밀리그램(아토르바스타틴칼슘수화물),(주)제뉴파마,의약품,당뇨
202101633,"리피듀엣정10/10밀리그램(에제티미브, 아토르바스타틴칼슘삼수화물)",대우제약(주),의약품,당뇨
202101663,"리피듀엣정10/20밀리그램(에제티미브, 아토르바스타틴칼슘삼수화물)",대우제약(주),의약품,당뇨
202101661,리피듀엣정10/40밀리그램,대우제약(주),의약품,당뇨
200301662,리피듀정(심바스타틴),에스케이케미칼(주),의약품,당뇨
200802327,리피로우정10밀리그램(아토르바스타틴칼슘삼수화물),(주)종근당,의약품,당뇨
200709390,리피로우정20밀리그램(아토르바스타틴칼슘삼수화물),(주)종근당,의약품,당뇨
200709389,리피로우정40밀리그램(아토르바스타틴칼슘삼수화물),(주)종근당,의약품,당뇨
200803246,리피로우정80밀리그램(아토르바스타틴칼슘삼수화물),(주)종근당,의약품,당뇨
202006982,리피로우젯정10/10밀리그램,(주)종근당,의약품,당뇨
202006983,리피로우젯정10/20밀리그램,(주)종근당,의약품,당뇨
202006984,리피로우젯정10/40밀리그램,(주)종근당,의약품,당뇨
201701083,리피롤정10밀리그램(아토르바스타틴칼슘삼수화물),동광제약(주),의약품,당뇨
201701084,리피롤정20밀리그램(아토르바스타틴칼슘삼수화물),동광제약(주),의약품,당뇨
201404482,리피산트정10밀리그램(아토르바스타틴칼슘삼수화물),(주)보령,의약품,당뇨
201404481,리피산트정20밀리그램(아토르바스타틴칼슘삼수화물),(주)보령,의약품,당뇨
202008846,리피스림캡슐120밀리그램(오르리스타트),주식회사 노바엠헬스케어,의약품,당뇨
202008845,리피스림캡슐60밀리그램(오르리스타트),주식회사 노바엠헬스케어,의약품,당뇨
201208467,리피스타틴정10밀리그램(아토르바스타틴칼슘수화물),영풍제약(주),의약품,당뇨
201603432,리피스타틴정20밀리그램(아토르바스타틴칼슘수화물),영풍제약(주),의약품,당뇨
200402374,리피스탄정(심바스타틴),(주)테라젠이텍스,의약품,당뇨
201000637,리피스톱정10밀리그램(아토르바스타틴칼슘삼수화물),일동제약(주),의약품,당뇨
200808409,리피스톱정20밀리그램(아토르바스타틴칼슘삼수화물),일동제약(주),의약품,당뇨
200809045,리피스톱정40밀리그램(아토르바스타틴칼슘삼수화물),일동제약(주),의약품,당뇨
201403178,리피스틴정10밀리그램(아토르바스타틴칼슘삼수화물),부광약품(주),의약품,당뇨
201403179,리피스틴정20밀리그램(아토르바스타틴칼슘삼수화물),부광약품(주),의약품,당뇨
201704839,리피아정10mg(아토르바스타틴칼슘),에스에스팜(주),의약품,당뇨
202101411,리피아젯정10/10밀리그램,(주)보령바이오파마,의약품,당뇨
202101412,리피아젯정10/20밀리그램,(주)보령바이오파마,의약품,당뇨
202101413,리피아젯정10/40밀리그램,(주)보령바이오파마,의약품,당뇨
201901298,리피아토정10밀리그램(아토르바스타틴칼슘수화물),(주)보령바이오파마,의약품,당뇨
201805352,리피아토정20밀리그램(아토르바스타틴칼슘수화물),(주)보령바이오파마,의약품,당뇨
202003729,리피엑스캡슐120밀리그램(오르리스타트),동국제약(주),의약품,당뇨
202003728,리피엑스캡슐60밀리그램(오르리스타트),동국제약(주),의약품,당뇨
201500648,리피엔정10밀리그램(아토르바스타틴칼슘삼수화물),(주)이든파마,의약품,당뇨
201500649,리피엔정20밀리그램(아토르바스타틴칼슘삼수화물),(주)이든파마,의약품,당뇨
200703129,리피원정10mg(아토르바스타틴칼슘삼수화물),대원제약(주),의약품,당뇨
200703052,리피원정20mg(아토르바스타틴칼슘삼수화물),대원제약(주),의약품,당뇨
201908576,리피제로캡슐120밀리그램(오르리스타트),안국약품(주),의약품,당뇨
201908575,리피제로캡슐60밀리그램(오르리스타트),안국약품(주),의약품,당뇨
202101464,리피젯정10/10밀리그램,신일제약(주),의약품,당뇨
202101465,리피젯정10/20밀리그램,신일제약(주),의약품,당뇨
202101466,리피젯정10/40밀리그램,신일제약(주),의약품,당뇨
200703136,리피칸정10밀리그램(아토르바스타틴칼슘삼수화물),신일제약(주),의약품,당뇨
200703050,리피칸정20밀리그램(아토르바스타틴칼슘삼수화물),신일제약(주),의약품,당뇨
200803964,리피칸정40밀리그램(아토르바스타틴칼슘삼수화물),신일제약(주),의약품,당뇨
201908211,리피컷캡슐120밀리그램(오르리스타트),대웅바이오(주),의약품,당뇨
201908210,리피컷캡슐60밀리그램(오르리스타트),대웅바이오(주),의약품,당뇨
201601761,리피큐어정10밀리그램(아토르바스타틴칼슘삼수화물),아이큐어(주),의약품,당뇨
201603361,리피큐어정20밀리그램(아토르바스타틴칼슘삼수화물),아이큐어(주),의약품,당뇨
201701877,리피크린정10밀리그램(아토르바스타틴칼슘삼수화물),엔비케이제약(주),의약품,당뇨
201708496,리피크린정20밀리그램(아토르바스타틴칼슘삼수화물),엔비케이제약(주),의약품,당뇨
201501728,리피탄정10밀리그램(아토르바스타틴칼슘삼수화물),맥널티제약(주),의약품,당뇨
201803145,리피탄정20밀리그램(아토르바스타틴칼슘수화물),맥널티제약(주),의약품,당뇨
201603247,리피탑정10밀리그램(아토르바스타틴칼슘수화물),한국신텍스제약(주),의약품,당뇨
201603246,리피탑정20밀리그램(아토르바스타틴칼슘수화물),한국신텍스제약(주),의약품,당뇨
201804838,리피탑정40밀리그램(아토르바스타틴칼슘삼수화물),한국신텍스제약(주),의약품,당뇨
200706538,리피테롤정(아토르바스타틴칼슘삼수화물),대우제약(주),의약품,당뇨
201901774,리피테롤정20mg(아토르바스타틴칼슘삼수화물),대우제약(주),의약품,당뇨
200410090,리피토정10밀리그램(아토르바스타틴칼슘삼수화물),비아트리스코리아(주),의약품,당뇨
200410085,리피토정20밀리그램(아토르바스타틴칼슘삼수화물),비아트리스코리아(주),의약품,당뇨
200410086,리피토정40밀리그램(아토르바스타틴칼슘삼수화물),비아트리스코리아(주),의약품,당뇨
200711422,리피토정80밀리그램(아토르바스타틴칼슘삼수화물),비아트리스코리아(주),의약품,당뇨
202101398,리피토플러스정10/40밀리그램,제일약품(주),의약품,당뇨
202101400,리피토플러스정10/10밀리그램,제일약품(주),의약품,당뇨
202101399,리피토플러스정10/20밀리그램,제일약품(주),의약품,당뇨
201307382,리피톨정(아토르바스타틴칼슘삼수화물),성원애드콕제약(주),의약품,당뇨
200707792,리피트롤정(아토르바스타틴칼슘수화물),(주)하원제약,의약품,당뇨
202101667,리피티젯정10/10밀리그램,(주)아리제약,의약품,당뇨
202101668,리피티젯정10/20밀리그램,(주)아리제약,의약품,당뇨
202101669,리피티젯정10/40밀리그램,(주)아리제약,의약품,당뇨
201307061,린아스장용정(아스피린),알리코제약(주),의약품,당뇨
201708320,"립스타플러스정10/10밀리그램(에제티미브, 로수바스타틴칼슘)",한국애보트(유),의약품,당뇨
201708319,"립스타플러스정10/20밀리그램(에제티미브, 로수바스타틴칼슘)",한국애보트(유),의약품,당뇨
201708321,"립스타플러스정10/5밀리그램(에제티미브, 로수바스타틴칼슘)",한국애보트(유),의약품,당뇨
201803431,마더스아스피린장용정100mg(아스피린),(주)마더스제약,의약품,당뇨
201903474,마사포서방정300밀리그램(사르포그렐레이트염산염),(주)한국파마,의약품,당뇨
202301981,마운자로프리필드펜주10밀리그램/0.5밀리리터(터제파타이드),한국릴리(유),의약품,당뇨
202301984,마운자로프리필드펜주5밀리그램/0.5밀리리터(터제파타이드),한국릴리(유),의약품,당뇨
202301982,마운자로프리필드펜주12.5밀리그램/0.5밀리리터(터제파타이드),한국릴리(유),의약품,당뇨
202301985,마운자로프리필드펜주7.5밀리그램/0.5밀리리터(터제파타이드),한국릴리(유),의약품,당뇨
202301986,마운자로프리필드펜주15밀리그램/0.5밀리리터(터제파타이드),한국릴리(유),의약품,당뇨
202301983,마운자로프리필드펜주2.5밀리그램/0.5밀리리터(터제파타이드),한국릴리(유),의약품,당뇨
201402150,마이셀타캡슐30밀리그램(둘록세틴염산염),(주)한국파마,의약품,당뇨
201402151,마이셀타캡슐60밀리그램(둘록세틴염산염),(주)한국파마,의약품,당뇨
201403539,마이코복스정600밀리그램(리네졸리드)(수출용),(주)셀트리온,의약품,당뇨
202002326,마이토린정10/10밀리그램,아이큐어(주),의약품,당뇨
202002325,마이토린정10/20밀리그램,아이큐어(주),의약품,당뇨
201500481,마카이드주(트리암시놀론아세토니드),한미약품(주),의약품,당뇨
201901922,멀티뉴로정(알티옥트산트로메타민염),구주제약(주),의약품,당뇨
202000343,메가로사탄정(로사르탄칼륨),(주)엘앤씨바이오,의약품,당뇨
201506792,메가로젯정10/10밀리그램,(주)한독,의약품,당뇨
201506791,메가로젯정10/20밀리그램,(주)한독,의약품,당뇨
201506793,메가로젯정10/5밀리그램,(주)한독,의약품,당뇨
202003677,메가사르포서방정300밀리그램(사르포그렐레이트염산염),(주)엘앤씨바이오,의약품,당뇨
202001115,메가사르포정100밀리그램(사르포그렐레이트염산염),(주)엘앤씨바이오,의약품,당뇨
201902759,메가아토바정10밀리그램(아토르바스타틴칼슘수화물),(주)엘앤씨바이오,의약품,당뇨
201902753,메가아토바정20밀리그램(아토르바스타틴칼슘수화물),(주)엘앤씨바이오,의약품,당뇨
202000420,메가텔미정40밀리그램(텔미사르탄),(주)엘앤씨바이오,의약품,당뇨
202000419,메가텔미정80밀리그램(텔미사르탄),(주)엘앤씨바이오,의약품,당뇨
200502201,메가폴민서방정500밀리그램(메트포르민염산염),한미약품(주),의약품,당뇨
200402630,메가폴민정500밀리그램(메트포르민염산염),한미약품(주),의약품,당뇨
202002149,메가피오정15밀리그램(피오글리타존염산염),(주)엘앤씨바이오,의약품,당뇨
200711888,메글미드정500/2.5밀리그람(수출용),(주)팜젠사이언스,의약품,당뇨
200711887,메글미드정500/5밀리그람(수출용),(주)팜젠사이언스,의약품,당뇨
201107199,"메디롤엠정2/500밀리그램(글리메피리드,메트포르민염산염)",삼익제약(주),의약품,당뇨
200403462,메디롤정2mg(글리메피리드)(수출명 : MEDIROL Tab. 2mg),삼익제약(주),의약품,당뇨
201702259,메디롤정4mg(글리메피리드),삼익제약(주),의약품,당뇨
200711837,메르반정500/2.5밀리그램(수출용),한국프라임제약(주),의약품,당뇨
200711838,메르반정500/5밀리그램(수출용),한국프라임제약(주),의약품,당뇨
201106980,메리클엠정2/500mg,대원제약(주),의약품,당뇨
200401747,메리클정(글리메피리드),대원제약(주),의약품,당뇨
199201877,메모로정(도베실산칼슘수화물),영일제약(주),의약품,당뇨
201401077,메모트리스정500/5밀리그램(수출용),경진제약(주),의약품,당뇨
199300175,메바로친정10밀리그램(프라바스타틴나트륨),에이치케이이노엔(주),의약품,당뇨
200200143,메바로친정20밀리그램(프라바스타틴나트륨),에이치케이이노엔(주),의약품,당뇨
201105270,메바로친정40밀리그램(프라바스타틴나트륨),에이치케이이노엔(주),의약품,당뇨
199000074,메바로친정5밀리그램(프라바스타틴나트륨),에이치케이이노엔(주),의약품,당뇨
202002116,메비드정(글리메피리드),엔비케이제약(주),의약품,당뇨
200801495,메아릴정(글리메피리드),(주)중헌제약,의약품,당뇨
200712929,메조톡실주(펜톡시필린)(수출용),(주)제일제약,의약품,당뇨
201506471,메타린정50/1000mg,대우제약(주),의약품,당뇨
201506470,메타린정50/500mg,대우제약(주),의약품,당뇨
201506472,메타린정50/850mg,대우제약(주),의약품,당뇨
201109904,메타맥스정(펜터민염산염)(수출용),구주제약(주),마약류,당뇨
200512167,메타맥스정(펜터민염산염),구주제약(주),마약류,당뇨
200503741,메타트레이스에프디지-10(2-데옥시-2-플루오로-D-글루코스(18F))액,(주)퓨쳐켐헬스케어,의약품,당뇨
200301790,메토르민정(메트포르민염산염),신일제약(주),의약품,당뇨
202002031,메토포르서방정(메트포르민염산염),명문제약(주),의약품,당뇨
201902551,메토포르정500밀리그램(메트포르민염산염),명문제약(주),의약품,당뇨
199300459,메토폴정(메트포르민염산염),일동제약(주),의약품,당뇨
200502773,메트그린에스알정500밀리그람(메트포르민염산염),(주)녹십자,의약품,당뇨
201906868,메트글루서방정500밀리그램(메트포르민염산염),(주)메디카코리아,의약품,당뇨
202001394,메트라민정(메트포르민염산염),(주)테라젠이텍스,의약품,당뇨
201308878,메트레닌정(메트포르민염산염),대화제약(주),의약품,당뇨
200300638,메트로정500밀리그램(메트포르민염산염),알리코제약(주),의약품,당뇨
201903857,메트린정500mg(메트포르민염산염),익수제약(주),의약품,당뇨
201503637,메트마릴에스알정2/500밀리그램,제일약품(주),의약품,당뇨
201107511,메트마릴정1/250밀리그램,제일약품(주),의약품,당뇨
201107510,메트마릴정2/500밀리그램,제일약품(주),의약품,당뇨
201402467,메트민정500밀리그램(메트포르민염산염),풍림무약(주),의약품,당뇨
201502718,메트원서방정(메트포르민염산염),(주)팜젠사이언스,의약품,당뇨
199701551,메트파민정(메트포르민염산염),삼남제약(주),의약품,당뇨
201908332,메트포린서방정(메트포르민염산염),독립바이오제약(주),의약품,당뇨
200801046,메트포미드정500/2.5mg(수출용),대한뉴팜(주),의약품,당뇨
200801019,메트포미드정500/5.0mg(수출용),대한뉴팜(주),의약품,당뇨
200608189,메트포민서방정(메트포르민염산염),위더스제약(주),의약품,당뇨
200503169,메트폰정(염산메트포르민)(수출용)(수출명:NewmetfornTab.),대한뉴팜(주),의약품,당뇨
201403748,메트폴엠정(메트포르민염산염),(주)마더스제약,의약품,당뇨
201405856,메트폴정500mg(메트포르민염산염),(주)이든파마,의약품,당뇨
201904569,메트피오정15/850밀리그램,(주)셀트리온제약,의약품,당뇨
200710610,메티벤정 400/2.5mg(수출용),명문제약(주),의약품,당뇨
200711025,메티벤정 500/2.5mg(수출용),명문제약(주),의약품,당뇨
200711026,메티벤정500/5mg(수출용),명문제약(주),의약품,당뇨
201907772,메포그립틴듀오정2.5/500밀리그램,영풍제약(주),의약품,당뇨
201907771,메포그립틴듀오정2.5/850밀리그램,영풍제약(주),의약품,당뇨
201908077,메포그립틴듀오정2.5/1000밀리그램,영풍제약(주),의약품,당뇨
201907799,메포그립틴정5밀리그램(리나글립틴),영풍제약(주),의약품,당뇨
201802677,메포딘정500밀리그램(메트포르민염산염),(주)다산제약,의약품,당뇨
201107536,메포민플러스정,(주)비보존제약,의약품,당뇨
200203012,메포정(염산메트포르민),유니메드제약(주),의약품,당뇨
201500640,메폴린정500mg(메트포르민염산염),케이엠에스제약(주),의약품,당뇨
201902053,"메프릴엠정2/500밀리그램(글리메피리드, 메트포르민염산염)",이연제약(주),의약품,당뇨
200300131,메프릴정(글리메피리드),이연제약(주),의약품,당뇨
200703806,메프민서방정500밀리그램(메트포르민염산염),영일제약(주),의약품,당뇨
200300200,메피그릴정(글리메피리드),제이더블유중외제약(주),의약품,당뇨
201107537,메피리드엠정2/500밀리그램,(주)서울제약,의약품,당뇨
200202855,메피리드정(글리메피리드),(주)서울제약,의약품,당뇨
201107004,메피릴엠정2/500밀리그램,명문제약(주),의약품,당뇨
200403237,메피릴정(글리메피리드),명문제약(주),의약품,당뇨
201601639,멜포민서방정500mg(메트포르민염산염),(주)씨엠지제약,의약품,당뇨
202400616,"명문리나글립틴듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민염산염)",명문제약(주),의약품,당뇨
202400617,"명문리나글립틴듀오서방정 5/1000밀리그램(리나글립틴,메트포르민염산염)",명문제약(주),의약품,당뇨
201902783,명문리나글립틴듀오정2.5/1000mg,명문제약(주),의약품,당뇨
201903547,명문리나글립틴정,명문제약(주),의약품,당뇨
200802656,명문사르포그렐레이트염산염정100밀리그람,명문제약(주),의약품,당뇨
201903594,명문사르포그렐레이트염산염서방정300밀리그램,명문제약(주),의약품,당뇨
